世代,価値最大値,世代,価値平均
1,0,1,0
2,0,2,0
3,0,3,0
4,0,4,0
5,0,5,0
6,0,6,0
7,0,7,0
8,0,8,0
9,0,9,0
10,0,10,0
11,16628024138,11,33256048
12,16628024138,12,14290114489
13,17123698861,13,14257255503
14,17214826075,14,14368351422
15,17325440827,15,14369584860
16,17590099077,16,14309671740
17,17590099077,17,14295490895
18,18346545157,18,14248570313
19,18346545157,19,14260960200
20,18346545157,20,14312539954
21,18346545157,21,14242990900
22,19013955534,22,14302573286
23,19013955534,23,14249707380
24,19013955534,24,14302718760
25,19013955534,25,14176575545
26,19013955534,26,14095287033
27,19013955534,27,14105563576
28,19013955534,28,14169881747
29,19013955534,29,14116662462
30,19351351696,30,14197763384
31,19351351696,31,14104388943
32,19351351696,32,14064535847
33,19351351696,33,14136673238
34,19351351696,34,14155211449
35,19351351696,35,14123671259
36,19351351696,36,14197263094
37,19698688172,37,14158219287
38,20096508924,38,14212657947
39,20096508924,39,14179656163
40,20096508924,40,14183695117
41,20096508924,41,14134045234
42,20096508924,42,14152056322
43,20096508924,43,14194949409
44,20096508924,44,14220162193
45,20096508924,45,14240442236
46,20096508924,46,14208143315
47,20096508924,47,14359442574
48,20096508924,48,14362923930
49,20096508924,49,14424190064
50,20440072417,50,14434165543
51,20440072417,51,14402168685
52,20440072417,52,14526864794
53,20440072417,53,14506991146
54,20440072417,54,14500469164
55,20440072417,55,14510740956
56,20440072417,56,14524262434
57,20440072417,57,14520738502
58,20440072417,58,14625421019
59,20440072417,59,14626003047
60,20686603117,60,14734425520
61,21312990397,61,14728941386
62,21312990397,62,14702989746
63,21312990397,63,14761374963
64,21312990397,64,14806488373
65,21312990397,65,14860216545
66,21312990397,66,14898576147
67,21312990397,67,14946766890
68,21312990397,68,14972317537
69,21681740329,69,14999901983
70,21681740329,70,15008139544
71,21681740329,71,15086835917
72,21681740329,72,15077778452
73,21681740329,73,15098672980
74,21681740329,74,15112213047
75,21681740329,75,15185212769
76,21681740329,76,15176919405
77,21681740329,77,15288473646
78,21681740329,78,15239481395
79,21681740329,79,15393423382
80,21681740329,80,15329999776
81,21681740329,81,15459186945
82,22007855090,82,15473694137
83,22007855090,83,15505183049
84,22007855090,84,15588480860
85,22007855090,85,15601885427
86,22007855090,86,15654550952
87,22007855090,87,15717045872
88,22007855090,88,15760556067
89,22007855090,89,15767381792
90,22007855090,90,15777570767
91,22007855090,91,15881812711
92,22007855090,92,15948651005
93,22007855090,93,15936908196
94,22694876819,94,16078153795
95,22694876819,95,16105783563
96,22694876819,96,16139498848
97,23063118357,97,16144819644
98,23063118357,98,16214814368
99,23063118357,99,16264682548
100,23063118357,100,16273325773
101,23063118357,101,16269904182
102,23063118357,102,16271593881
103,23063118357,103,16308450285
104,23063118357,104,16384014609
105,23063118357,105,16394862230
106,23063118357,106,16488426807
107,23063118357,107,16576900583
108,23187487559,108,16625418223
109,23187487559,109,16561356915
110,23187487559,110,16607325576
111,23187487559,111,16554062104
112,23187487559,112,16777236383
113,23187487559,113,16718722345
114,23187487559,114,16692213813
115,23187487559,115,16769647152
116,23653448618,116,16808026153
117,23653448618,117,16939131154
118,23653448618,118,16925508534
119,23742491478,119,16924393756
120,23742491478,120,16989956834
121,23742491478,121,16926003463
122,23742491478,122,17013314825
123,23742491478,123,16963622698
124,23742491478,124,17117577731
125,23742491478,125,17049630773
126,23972215392,126,16997998727
127,23972215392,127,17191959174
128,23972215392,128,17181037625
129,23972215392,129,17320739653
130,23972215392,130,17339749116
131,23972215392,131,17372431347
132,24090503793,132,17344742500
133,24090503793,133,17406438835
134,24090503793,134,17421293306
135,24090503793,135,17564725962
136,24090503793,136,17471982605
137,24090503793,137,17480112825
138,24090503793,138,17499826814
139,24090503793,139,17518250811
140,24090503793,140,17638892649
141,24090503793,141,17654450860
142,24090503793,142,17721082767
143,24090503793,143,17738939564
144,24090503793,144,17649190047
145,24090503793,145,17735122151
146,24436964510,146,17707850058
147,24436964510,147,17756948090
148,24436964510,148,17837238226
149,24436964510,149,17948649216
150,24436964510,150,17916445517
151,24436964510,151,17905194198
152,24436964510,152,18011058736
153,24436964510,153,17979595963
154,24436964510,154,18033390466
155,24436964510,155,18064778140
156,24436964510,156,18031566269
157,24436964510,157,18127233625
158,24436964510,158,18195822901
159,24436964510,159,18101921846
160,24436964510,160,18192428701
161,24436964510,161,18271338710
162,24436964510,162,18236620438
163,24436964510,163,18260657216
164,24436964510,164,18268463770
165,24436964510,165,18313985963
166,24732216464,166,18245781533
167,24732216464,167,18263104877
168,24732216464,168,18370853717
169,24732216464,169,18321087182
170,24732216464,170,18358977270
171,24732216464,171,18346537623
172,24732216464,172,18432475178
173,24732216464,173,18430480302
174,24732216464,174,18446376085
175,24732216464,175,18484921511
176,24732216464,176,18550886071
177,24732216464,177,18663215583
178,24732216464,178,18540016726
179,24732216464,179,18701055267
180,25039755364,180,18618901764
181,25039755364,181,18723146429
182,25039755364,182,18621721034
183,25196306058,183,18741733719
184,25196306058,184,18568134053
185,25196306058,185,18742749511
186,25196306058,186,18821036564
187,25196306058,187,18719769406
188,25196306058,188,18788673560
189,25196306058,189,18825661211
190,25196306058,190,18858046713
191,25196306058,191,18934887448
192,25220377628,192,18918474319
193,25220377628,193,18970846882
194,25220377628,194,18874530860
195,25220377628,195,18920887312
196,25220377628,196,18895393299
197,25220377628,197,19045400817
198,25220377628,198,18950666412
199,25220377628,199,18964337435
200,25220377628,200,18991985368
201,25220377628,201,19020454427
202,25322915189,202,18996924473
203,25322915189,203,18988692171
204,25322915189,204,18932977107
205,25322915189,205,19049957648
206,25322915189,206,18998575499
207,25322915189,207,18991772974
208,25322915189,208,19080663879
209,25322915189,209,19045395834
210,25322915189,210,19121374755
211,25322915189,211,19071532469
212,25322915189,212,19098925920
213,25322915189,213,19010415044
214,25322915189,214,19071728983
215,25322915189,215,19072835260
216,25322915189,216,19207618637
217,25322915189,217,19107636140
218,25322915189,218,19069388002
219,25322915189,219,19109338532
220,25322915189,220,19188898552
221,25322915189,221,19161895763
222,25322915189,222,19157209824
223,25322915189,223,19200679394
224,25322915189,224,19204383455
225,25322915189,225,19130954288
226,25322915189,226,19177055024
227,25322915189,227,19136725710
228,25322915189,228,19117917784
229,25322915189,229,19194193819
230,25322915189,230,19262853611
231,25322915189,231,19191110261
232,25322915189,232,19255175905
233,25322915189,233,19368524279
234,25322915189,234,19270093738
235,25322915189,235,19322407143
236,25322915189,236,19326545081
237,25322915189,237,19248597222
238,25322915189,238,19351505647
239,25322915189,239,19254240893
240,25322915189,240,19271945074
241,25322915189,241,19382986813
242,25322915189,242,19399905107
243,25322915189,243,19383883697
244,25322915189,244,19422618614
245,25322915189,245,19392915933
246,25322915189,246,19353617250
247,25322915189,247,19369618954
248,25322915189,248,19460004301
249,25322915189,249,19378463156
250,25322915189,250,19393324832
251,25322915189,251,19412553376
252,25322915189,252,19411636042
253,25322915189,253,19360397679
254,25322915189,254,19462432037
255,25322915189,255,19322131994
256,25322915189,256,19454733090
257,25399199719,257,19411819738
258,25399199719,258,19488222642
259,25399199719,259,19384209105
260,25399199719,260,19445703978
