世代,価値最大値,世代,価値平均
1,0,1,0
2,0,2,0
3,0,3,0
4,0,4,0
5,0,5,0
6,0,6,0
7,0,7,0
8,0,8,0
9,0,9,0
10,0,10,0
11,0,11,0
12,0,12,0
13,0,13,0
14,0,14,0
15,0,15,0
16,0,16,0
17,0,17,0
18,0,18,0
19,0,19,0
20,0,20,0
21,0,21,0
22,0,22,0
23,0,23,0
24,0,24,0
25,0,25,0
26,0,26,0
27,0,27,0
28,0,28,0
29,0,29,0
30,0,30,0
31,0,31,0
32,0,32,0
33,0,33,0
34,0,34,0
35,16529491343,35,1652949
36,17450648955,36,2659504797
37,18118059332,37,15077170574
38,18486300870,38,15673354128
39,18758957165,39,15943076336
40,18758957165,40,16274397237
41,18758957165,41,16107979097
42,18758957165,42,16202006430
43,18758957165,43,16165423656
44,18758957165,44,16275581339
45,18758957165,45,16098311869
46,18758957165,46,16166585940
47,18758957165,47,16207731170
48,18758957165,48,16202669033
49,18758957165,49,16190442205
50,18758957165,50,16308728209
51,18758957165,51,16114610930
52,18758957165,52,16196027012
53,18758957165,53,16177992445
54,18758957165,54,16215607194
55,18758957165,55,16060522275
56,18758957165,56,16281040881
57,18758957165,57,16167518189
58,18758957165,58,16170627314
59,18758957165,59,16215300435
60,18758957165,60,16289609487
61,18758957165,61,16121047028
62,18758957165,62,16143972383
63,18758957165,63,16228560986
64,18758957165,64,16162613088
65,18758957165,65,16222887800
66,18758957165,66,16169340476
67,18758957165,67,16153194358
68,18758957165,68,16183893581
69,18758957165,69,16051507959
70,18758957165,70,16178210853
71,18758957165,71,16137642851
72,18758957165,72,16341836915
73,18758957165,73,16156736822
74,18758957165,74,16216043912
75,18758957165,75,16165040334
76,18758957165,76,16059762623
77,18758957165,77,16267150194
78,18758957165,78,16216038396
79,18758957165,79,16126643343
80,18758957165,80,16212648701
81,18758957165,81,16299540222
82,18758957165,82,16122484092
83,18758957165,83,16298397430
84,18758957165,84,16125517494
85,18758957165,85,16219379169
86,18758957165,86,16192257682
87,18758957165,87,16265773819
88,18758957165,88,16117581257
89,18758957165,89,16181835700
90,18758957165,90,16139142719
91,18758957165,91,16211550636
92,18758957165,92,16215229155
93,18758957165,93,16183718226
94,18758957165,94,16212015870
95,18758957165,95,16185592081
96,18758957165,96,16190101158
97,18758957165,97,16238055053
98,18758957165,98,16090094590
99,18758957165,99,16232363660
100,18758957165,100,16172064431
101,18758957165,101,16177168975
102,18758957165,102,16149472875
103,18758957165,103,16055049131
104,18758957165,104,16278984490
105,18758957165,105,16131365436
106,18758957165,106,16179347450
107,18758957165,107,16153758622
108,18758957165,108,16205917573
109,18758957165,109,16214047002
110,18758957165,110,16242091119
111,18758957165,111,16163074168
112,18758957165,112,16230723216
113,18758957165,113,16181721519
114,18758957165,114,16257295460
115,18758957165,115,16155186092
116,18758957165,116,16212213919
117,18758957165,117,16200892441
118,18758957165,118,16165642768
119,18758957165,119,16258810172
120,18758957165,120,16225803073
121,18758957165,121,16054054331
122,18758957165,122,16144384123
123,18758957165,123,16212022887
124,18758957165,124,16251236655
125,18758957165,125,16305527909
126,18758957165,126,16249621341
127,18758957165,127,16210881417
128,18758957165,128,16337134422
129,18758957165,129,16151609423
130,18758957165,130,16203686371
131,18758957165,131,16184535656
132,18758957165,132,16161736584
133,18758957165,133,16116797538
134,18758957165,134,16188290590
135,18758957165,135,16274040236
136,18758957165,136,16259228522
137,18758957165,137,16278496467
138,18758957165,138,16271759937
139,18758957165,139,16165667074
140,18758957165,140,16159456263
141,18758957165,141,16278311863
142,18758957165,142,16207737894
143,18758957165,143,16239856301
144,18758957165,144,16115087979
145,18758957165,145,16297093693
146,18758957165,146,16265601810
147,18758957165,147,16212642503
148,18758957165,148,16255207901
149,18758957165,149,16193511771
150,18758957165,150,16075739328
151,18758957165,151,16235311028
152,18758957165,152,16217683042
153,18758957165,153,16105522419
154,18758957165,154,16202743378
155,18758957165,155,16174678527
156,18758957165,156,16145416621
157,18758957165,157,16249836875
158,18758957165,158,16187190507
159,18758957165,159,16257507313
160,18758957165,160,16281551427
161,18758957165,161,16215298052
162,18758957165,162,16215805176
163,18758957165,163,16214775055
164,18758957165,164,16206862246
165,18758957165,165,16205752046
166,18758957165,166,16158809659
167,18758957165,167,16240425328
168,18758957165,168,16222229422
169,18758957165,169,16215883298
170,18758957165,170,16112742548
171,18758957165,171,16154055305
172,18758957165,172,16085785200
173,18758957165,173,16166020937
174,18758957165,174,16153950241
175,18758957165,175,16130894438
176,18758957165,176,16224779360
177,18758957165,177,16187001967
178,18758957165,178,16079906320
179,18758957165,179,16239533882
180,18758957165,180,16311219759
181,18758957165,181,16157059473
182,18758957165,182,16191125490
183,18758957165,183,16198786631
184,18758957165,184,16094401361
185,18758957165,185,16281253894
186,18758957165,186,16182179195
187,18758957165,187,16286885265
188,18758957165,188,16121890054
189,18758957165,189,16299152525
190,18758957165,190,16183014218
191,18758957165,191,16219403537
192,18758957165,192,16127449206
193,18758957165,193,16230259268
194,18758957165,194,16165776048
195,18758957165,195,16183839486
196,18758957165,196,16153893277
197,18758957165,197,16220169052
198,18758957165,198,16160480606
199,18758957165,199,16109800392
200,18758957165,200,16102767718
201,18758957165,201,16116198085
202,18758957165,202,16233397735
203,18758957165,203,16243777263
204,18758957165,204,16251867015
205,18758957165,205,16230269491
206,18758957165,206,16219729302
207,18758957165,207,16271447561
208,18758957165,208,16300272686
209,18758957165,209,16205909829
210,18758957165,210,16203051232
211,18758957165,211,16223017234
212,18758957165,212,16338160938
213,18758957165,213,16092808863
214,18758957165,214,16223936511
215,18758957165,215,16210083646
216,18758957165,216,16128383459
217,18758957165,217,16200546744
218,18758957165,218,16201552323
219,18758957165,219,16136405079
220,18758957165,220,16355565670
221,18758957165,221,16243770953
222,18758957165,222,16290234143
223,18758957165,223,16281864859
224,18758957165,224,16220310979
225,18758957165,225,16240000925
226,18758957165,226,16222249892
227,18758957165,227,16267377931
228,18758957165,228,16279236662
229,18758957165,229,16082541083
230,18758957165,230,16171906555
231,18758957165,231,16146772441
232,18758957165,232,16251859284
233,18758957165,233,16262592478
234,18758957165,234,16204679829
235,18758957165,235,16313102209
236,18758957165,236,16134624020
237,18758957165,237,16175493212
238,18758957165,238,16176873915
239,18758957165,239,16210124358
240,18758957165,240,16072333823
241,18758957165,241,16162432527
242,18758957165,242,16189503766
243,18758957165,243,16286949296
244,18758957165,244,16216084686
245,18758957165,245,16112539296
246,18758957165,246,16176828892
247,18758957165,247,16231647757
248,18758957165,248,16275359566
249,18758957165,249,16210910747
250,18758957165,250,16109246313
251,18758957165,251,16256850430
252,18758957165,252,16172374751
253,18758957165,253,16119538160
254,18758957165,254,16318074621
255,18758957165,255,16238605147
256,18758957165,256,16202790824
257,18758957165,257,16333573882
258,18758957165,258,16126823508
259,18758957165,259,16158872899
260,18758957165,260,16206710851
261,18758957165,261,16175042875
262,18758957165,262,16160027045
263,18758957165,263,16187655621
264,18758957165,264,16237665432
265,18758957165,265,16083406936
266,18758957165,266,16187422348
267,18758957165,267,16136176521
268,18758957165,268,16220778780
269,18758957165,269,16198700638
270,18758957165,270,16202876246
