世代,価値最大値,世代,価値平均
1,0,1,0
2,0,2,0
3,0,3,0
4,0,4,0
5,0,5,0
6,0,6,0
7,0,7,0
8,0,8,0
9,0,9,0
10,0,10,0
11,0,11,0
12,0,12,0
13,0,13,0
14,0,14,0
15,0,15,0
16,0,16,0
17,0,17,0
18,0,18,0
19,0,19,0
20,0,20,0
21,0,21,0
22,0,22,0
23,0,23,0
24,0,24,0
25,0,25,0
26,0,26,0
27,0,27,0
28,0,28,0
29,0,29,0
30,0,30,0
31,0,31,0
32,0,32,0
33,0,33,0
34,0,34,0
35,0,35,0
36,0,36,0
37,0,37,0
38,0,38,0
39,0,39,0
40,0,40,0
41,0,41,0
42,0,42,0
43,0,43,0
44,18197447263,44,1819744
45,18765881212,45,375616199
46,19420087240,46,15747321629
47,20511102057,47,14553503926
48,21024925023,48,15730034948
49,22228425547,49,15603029371
50,22643087489,50,18794372865
51,23136155649,51,17779973259
52,23704589598,52,18099355337
53,24108352655,53,20437619375
54,24336690362,54,20667599429
55,24483132126,55,20266333281
56,24483132126,56,21393145166
57,24483132126,57,21459345284
58,24483132126,58,21539053618
59,24483132126,59,21608818466
60,24483132126,60,21552940925
61,24483132126,61,21663361503
62,24483132126,62,21677556405
63,24483132126,63,21526876863
64,24483132126,64,21629939655
65,24483132126,65,21614260725
66,24483132126,66,21538783864
67,24483132126,67,21337015267
68,24483132126,68,21498204856
69,24483132126,69,21443198563
70,24483132126,70,21524758185
71,24483132126,71,21614575165
72,24483132126,72,21455177961
73,24483132126,73,21599908540
74,24483132126,74,21525077922
75,24483132126,75,21464348582
76,24483132126,76,21565973768
77,24483132126,77,21594998507
78,24483132126,78,21426490963
79,24483132126,79,21493312583
80,24483132126,80,21664612992
81,24483132126,81,21511694059
82,24483132126,82,21480231749
83,24483132126,83,21607554927
84,24483132126,84,21557325765
85,24483132126,85,21610589448
86,24483132126,86,21415457585
87,24483132126,87,21670240625
88,24483132126,88,21507727940
89,24483132126,89,21557557845
90,24483132126,90,21591856378
91,24483132126,91,21523966571
92,24483132126,92,21449577818
93,24483132126,93,21543284304
94,24483132126,94,21415899409
95,24483132126,95,21511667156
96,24483132126,96,21663057353
97,24483132126,97,21626481218
98,24483132126,98,21438870187
99,24483132126,99,21514922019
100,24483132126,100,21491931591
101,24483132126,101,21485341100
102,24483132126,102,21593856940
103,24483132126,103,21567336117
104,24483132126,104,21578086696
105,24483132126,105,21631829678
106,24483132126,106,21610757758
107,24483132126,107,21623997865
108,24483132126,108,21553325399
109,24483132126,109,21605191830
110,24483132126,110,21569474730
111,24483132126,111,21480796033
112,24483132126,112,21584536230
113,24483132126,113,21613079532
114,24483132126,114,21576760569
115,24483132126,115,21396353773
116,24483132126,116,21631561517
117,24483132126,117,21632228027
118,24483132126,118,21447850569
119,24483132126,119,21504701476
120,24483132126,120,21583911005
121,24483132126,121,21536104324
122,24483132126,122,21553234509
123,24483132126,123,21456767117
124,24483132126,124,21617038806
125,24483132126,125,21508847391
126,24483132126,126,21527830492
127,24483132126,127,21494918248
128,24483132126,128,21599517700
129,24483132126,129,21487798128
130,24483132126,130,21473098248
131,24483132126,131,21545699580
132,24483132126,132,21509986286
133,24483132126,133,21592173707
134,24483132126,134,21570926415
135,24483132126,135,21634017668
136,24483132126,136,21550201417
137,24483132126,137,21600052296
138,24483132126,138,21496714260
139,24483132126,139,21604067840
140,24483132126,140,21518916177
141,24483132126,141,21573642501
142,24483132126,142,21503666176
143,24483132126,143,21638546466
144,24483132126,144,21466104801
145,24483132126,145,21479619968
146,24483132126,146,21409041044
147,24483132126,147,21651195204
148,24483132126,148,21550412089
149,24483132126,149,21555491332
150,24483132126,150,21589819093
151,24483132126,151,21514139414
152,24483132126,152,21619085757
153,24483132126,153,21689937252
154,24483132126,154,21428078673
155,24483132126,155,21545783827
156,24483132126,156,21473938808
157,24483132126,157,21588451281
158,24483132126,158,21646224469
159,24483132126,159,21446342527
160,24483132126,160,21501407910
161,24483132126,161,21597375085
162,24483132126,162,21506925779
163,24483132126,163,21449032329
164,24483132126,164,21435161428
165,24483132126,165,21572524095
166,24483132126,166,21478378303
167,24483132126,167,21427200422
168,24483132126,168,21456254382
169,24483132126,169,21545325454
170,24483132126,170,21538909116
171,24483132126,171,21440420976
172,24483132126,172,21562683242
173,24483132126,173,21568985541
174,24483132126,174,21473283032
175,24483132126,175,21417958090
176,24483132126,176,21597660907
177,24483132126,177,21632756330
178,24483132126,178,21431923482
179,24483132126,179,21474909875
180,24483132126,180,21517749691
181,24483132126,181,21643539219
182,24483132126,182,21579430795
183,24483132126,183,21601987618
184,24483132126,184,21547598772
185,24483132126,185,21571276965
186,24483132126,186,21417825598
187,24483132126,187,21353900365
188,24483132126,188,21439105508
189,24483132126,189,21519329702
190,24483132126,190,21537434257
191,24483132126,191,21545808049
192,24483132126,192,21503148618
193,24483132126,193,21560540942
194,24483132126,194,21592357911
195,24483132126,195,21583456858
196,24483132126,196,21528982906
197,24483132126,197,21532370692
198,24483132126,198,21469665325
199,24483132126,199,21464676895
200,24483132126,200,21555306985
201,24483132126,201,21509361262
202,24483132126,202,21535508998
203,24483132126,203,21481116034
204,24483132126,204,21618086934
205,24483132126,205,21698920397
206,24483132126,206,21512264939
207,24483132126,207,21551865224
208,24483132126,208,21607729643
209,24483132126,209,21653441271
210,24483132126,210,21432402640
211,24483132126,211,21454840891
212,24483132126,212,21436457253
213,24483132126,213,21421223845
214,24483132126,214,21719911598
215,24483132126,215,21558801863
216,24483132126,216,21434916764
217,24483132126,217,21416641563
218,24483132126,218,21497661231
219,24483132126,219,21590177595
220,24483132126,220,21564517841
221,24483132126,221,21561923868
222,24483132126,222,21464788778
223,24483132126,223,21397343797
224,24483132126,224,21499511192
225,24483132126,225,21563861027
226,24483132126,226,21508683422
227,24483132126,227,21518117708
228,24483132126,228,21496329746
229,24483132126,229,21601855924
230,24483132126,230,21529976893
231,24483132126,231,21573606485
232,24483132126,232,21516680388
233,24483132126,233,21422899273
234,24483132126,234,21638768908
235,24483132126,235,21434321985
236,24483132126,236,21568246284
237,24483132126,237,21438457202
238,24483132126,238,21464255188
239,24483132126,239,21480886202
240,24483132126,240,21441074073
241,24483132126,241,21561577406
242,24483132126,242,21514683989
243,24483132126,243,21520844264
244,24483132126,244,21781690288
245,24483132126,245,21532594430
246,24483132126,246,21489390698
247,24483132126,247,21617262989
248,24483132126,248,21582712256
249,24483132126,249,21547238728
250,24483132126,250,21543985813
251,24483132126,251,21581666710
252,24483132126,252,21440308244
253,24483132126,253,21566147873
254,24483132126,254,21461246714
255,24483132126,255,21548137534
256,24483132126,256,21530269710
257,24483132126,257,21493389482
258,24483132126,258,21618199155
259,24483132126,259,21487088730
260,24483132126,260,21501113821
261,24483132126,261,21615186280
262,24483132126,262,21398988494
263,24483132126,263,21509546188
264,24483132126,264,21467425451
265,24483132126,265,21535389040
266,24483132126,266,21432305921
267,24483132126,267,21498063486
268,24483132126,268,21572910580
269,24483132126,269,21491367065
270,24483132126,270,21458378592
271,24483132126,271,21567904917
272,24483132126,272,21617827021
273,24483132126,273,21521665303
274,24483132126,274,21570074671
