1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,16628024138
12,16628024138
13,16803673293
14,17115715238
15,17430631408
16,17430631408
17,17430631408
18,17438517963
19,17438517963
20,17438517963
21,17438517963
22,17438517963
23,17438517963
24,17779812130
25,17779812130
26,17779812130
27,17779812130
28,17779812130
29,17779812130
30,17779812130
31,17779812130
32,18052468425
33,18052468425
34,18052468425
35,18052468425
36,18052468425
37,18052468425
38,18052468425
39,18052468425
40,18535918822
41,18535918822
42,18535918822
43,18535918822
44,18540731852
45,18540731852
46,18540731852
47,18540731852
48,18827906872
49,18827906872
50,19038353424
51,19038353424
52,19303083589
53,19303083589
54,19303083589
55,19303083589
56,19303083589
57,19303083589
58,19303083589
59,19744794511
60,19744794511
61,19744794511
62,19744794511
63,19744794511
64,20138206575
65,20138206575
66,20138206575
67,20138206575
68,20138206575
69,20138206575
70,20138206575
71,20138206575
72,20299516087
73,20299516087
74,20706640524
75,20894313267
76,20894313267
77,20894313267
78,20894313267
79,20894313267
80,20894313267
81,20894313267
82,20894313267
83,20894313267
84,20894313267
85,20894313267
86,21074882062
87,21106449903
88,21232707816
89,21232707816
90,21232707816
91,21232707816
92,21232707816
93,21232707816
94,21555029716
95,21555029716
96,21555029716
97,21555029716
98,21555029716
99,21555029716
100,21555029716
101,21803253122
102,21803253122
103,21803253122
104,21803253122
105,21892425878
106,21892425878
107,21892425878
108,21892425878
109,21892425878
110,21892425878
111,21892425878
112,21892425878
113,21892425878
114,21892425878
115,21892425878
116,21892425878
117,21892425878
118,21892425878
119,21892425878
120,21892425878
121,21892425878
122,21892425878
123,21892425878
124,22260667416
125,22260667416
126,22260667416
127,22334136800
128,22334136800
129,22334136800
130,22334136800
131,22334136800
132,22334136800
133,22334136800
134,22431238072
135,22431238072
136,22431238072
137,22431238072
138,22431238072
139,22431238072
140,22431238072
141,22702378338
142,22702378338
143,22702378338
144,22702378338
145,22702378338
146,22702378338
147,22702378338
148,22729048776
149,22729048776
150,22729048776
151,22729048776
152,22729048776
153,22729048776
154,22826150048
155,23297042853
156,23297042853
157,23297042853
158,23297042853
159,23297042853
160,23297042853
161,23297042853
162,23297042853
163,23428622202
164,23428622202
165,23428622202
166,23428622202
167,23428622202
168,23428622202
169,23428622202
170,23428622202
171,23428622202
172,23428622202
173,23428622202
174,23428622202
175,23428622202
176,23428622202
177,23428622202
178,23428622202
179,23428622202
180,23428622202
181,23428622202
182,23589931714
183,23589931714
184,23678300698
185,24117283389
186,24117283389
187,24117283389
188,24117283389
189,24117283389
190,24117283389
191,24334105523
192,24334105523
193,24334105523
194,24334105523
195,24334105523
196,24334105523
197,24334105523
198,24485524927
199,24485524927
200,24485524927
201,24485524927
202,24485524927
203,24485524927
204,24485524927
205,24485524927
206,24485524927
207,24485524927
208,24485524927
209,24485524927
210,24485524927
211,24485524927
212,24591328793
213,24591328793
214,24591328793
215,24591328793
216,24702347061
217,24702347061
218,24702347061
219,24702347061
220,24702347061
221,24702347061
222,24702347061
223,24702347061
224,24702347061
225,24702347061
226,24702347061
227,24702347061
228,24702347061
229,24747096653
230,24747096653
231,24747096653
232,24747096653
233,24963918787
234,24963918787
235,24963918787
236,24963918787
237,24963918787
238,24963918787
239,24963918787
240,24963918787
241,24963918787
242,24963918787
243,24963918787
244,24963918787
245,24963918787
246,24963918787
247,24963918787
248,24963918787
249,25069501224
250,25069501224
251,25069501224
252,25069501224
253,25069501224
254,25069501224
255,25069501224
256,25069501224
257,25069501224
258,25069501224
259,25069501224
260,25069501224
261,25069501224
262,25069501224
263,25286323358
264,25286323358
265,25286323358
266,25286323358
267,25286323358
268,25286323358
269,25286323358
270,25286323358
271,25286323358
272,25286323358
273,25286323358
274,25286323358
275,25286323358
276,25286323358
277,25286323358
278,25293544872
279,25293544872
280,25293544872
281,25293544872
282,25293544872
283,25293544872
284,25293544872
285,25362491994
286,25431337907
287,25431337907
288,25431337907
289,25431337907
290,25431337907
291,25431337907
292,25431337907
293,25431337907
294,25431337907
295,25431337907
296,25431337907
297,25431337907
298,25431337907
299,25431337907
300,25645275433
301,25645275433
302,25645275433
303,25645275433
304,25645275433
305,25645275433
306,25645275433
307,25645275433
308,25645275433
309,25645275433
310,25645275433
311,25645275433
312,25645275433
313,25645275433
314,25645275433
315,25645275433
316,25645275433
317,25645275433
318,25645275433
319,25645275433
320,25645275433
321,25645275433
322,25645275433
323,25645275433
324,25645275433
325,25645275433
326,25742376705
327,25742376705
328,25742376705
329,25742376705
330,25742376705
331,25742376705
332,25742376705
333,25819082289
334,25819082289
335,25819082289
336,25819082289
337,25819082289
338,25819082289
339,25819082289
340,25819082289
341,25819082289
342,25819082289
343,25819082289
344,25819082289
345,25819082289
346,25819082289
347,25819082289
348,25819082289
349,25819082289
350,25819082289
351,25819082289
352,25819082289
353,25819082289
354,25819082289
355,25819082289
356,25819082289
357,25819082289
358,25819082289
359,25819082289
360,25819082289
361,25819082289
362,25819082289
363,25819082289
364,25819082289
365,25819082289
366,25819082289
367,25819082289
368,25819082289
369,25819082289
370,25819082289
371,25819082289
372,25819082289
373,25819082289
374,25819082289
375,25819082289
376,25819082289
377,25819082289
378,25819082289
379,25819082289
380,25819082289
381,25819082289
382,25819082289
383,25819082289
384,25819082289
385,25819082289
386,25819082289
387,25819082289
388,25819082289
389,25819082289
