世代,価値最大値,世代,価値平均
1,0,1,0
2,0,2,0
3,0,3,0
4,0,4,0
5,0,5,0
6,0,6,0
7,0,7,0
8,0,8,0
9,0,9,0
10,0,10,0
11,16628024138,11,41570060
12,16628024138,12,14233094382
13,17129945757,13,14247328661
14,17129945757,14,14255658383
15,17834946730,15,14275397982
16,17834946730,16,14275199625
17,17834946730,17,14403970359
18,17834946730,18,14316859180
19,18502357107,19,14463502038
20,18502357107,20,14354727425
21,18502357107,21,14392488550
22,18502357107,22,14373072295
23,18502357107,23,14349638466
24,18502357107,24,14418358948
25,18502357107,25,14353939900
26,18502357107,26,14489057296
27,18502357107,27,14490017304
28,18502357107,28,14451413300
29,18642469849,29,14480357992
30,18870598645,30,14577883860
31,18870598645,31,14548492923
32,18870598645,32,14663506687
33,18870598645,33,14579259974
34,18870598645,34,14599454961
35,18870598645,35,14580583605
36,18870598645,36,14656627465
37,19563627461,37,14744652550
38,19563627461,38,14787597924
39,19563627461,39,14739968298
40,19563627461,40,14751096583
41,19563627461,41,14847090126
42,19647276388,42,14859141274
43,19647276388,43,14862880341
44,19647276388,44,14940129694
45,19669786340,45,14940993081
46,20231037838,46,15038733403
47,20231037838,47,15097445403
48,20231037838,48,15076394244
49,20590943952,49,15080824016
50,20590943952,50,15129383026
51,20590943952,51,15160020628
52,20590943952,52,15255009597
53,20590943952,53,15298053775
54,20590943952,54,15368237725
55,20807766086,55,15373217216
56,20807766086,56,15422470347
57,20807766086,57,15456511719
58,20926881476,58,15622234099
59,20926881476,59,15597201335
60,21003270264,60,15637066684
61,21003270264,61,15743531854
62,21003270264,62,15671757406
63,21003270264,63,15871922504
64,21003270264,64,15845934515
65,21159377901,65,15907391404
66,21249477008,66,15973000993
67,21249477008,67,16073078400
68,21249477008,68,16097170732
69,21507544288,69,16147100311
70,21507544288,70,16128147866
71,21507544288,71,16232763386
72,21507544288,72,16218591639
73,21507544288,73,16356513473
74,21507544288,74,16542024826
75,21507544288,75,16463154487
76,21507544288,76,16559533413
77,21507544288,77,16621618778
78,21507544288,78,16621627904
79,21740347671,79,16599234515
80,21740347671,80,16757429383
81,21740347671,81,16809052124
82,21773563748,82,16849250141
83,21883701826,83,16943061353
84,21883701826,84,17001412046
85,21883701826,85,16971772782
86,21962698085,86,17066253603
87,21962698085,87,17025352226
88,21972887098,88,17176154774
89,22030143590,89,17100251166
90,22110531478,90,17316128413
91,22110531478,91,17303040994
92,22110531478,92,17396160035
93,22110531478,93,17318667794
94,22330939623,94,17477094653
95,22330939623,95,17549943276
96,22330939623,96,17598301760
97,22330939623,97,17632218749
98,22330939623,98,17628270180
99,22330939623,99,17648154798
100,22330939623,100,17712599414
101,22330939623,101,17716300099
102,22330939623,102,17769152153
103,22547761757,103,17816467600
104,22547761757,104,17884727796
105,22700697190,105,17912581008
106,22700697190,106,17903335387
107,22866638170,107,18086876210
108,22866638170,108,17908132909
109,22866638170,109,18022322708
110,22866638170,110,18081312893
111,22866638170,111,18083456240
112,22866638170,112,18097550592
113,22866638170,113,18117007302
114,22919771079,114,18147427685
115,22919771079,115,18263408296
116,22919771079,116,18218186072
117,22919771079,117,18300215985
118,23016872351,118,18241010395
119,23016872351,119,18318280704
120,23083460304,120,18327624726
121,23083460304,121,18379855015
122,23288012617,122,18506565191
123,23288012617,123,18494003267
124,23409249508,124,18494657219
125,23409249508,125,18520137082
126,23507536003,126,18518671095
127,23507536003,127,18568441395
128,23507536003,128,18574353635
129,23507536003,129,18662827424
130,23507536003,130,18646651449
131,23557620131,131,18811698442
132,23557620131,132,18795217924
133,23557620131,133,18854496496
134,23557620131,134,18747703223
135,23754323390,135,18764724694
136,23754323390,136,18689227362
137,23754323390,137,18824017336
138,23754323390,138,18824373319
139,23754323390,139,18926374527
140,23754323390,140,18959711308
141,23754323390,141,18900132644
142,23754323390,142,18974275177
143,23754323390,143,18901720770
144,23754323390,144,18985475437
145,23754323390,145,19086795177
146,23754323390,146,19039898564
147,23754323390,147,19102340447
148,23976739607,148,19054367597
149,23976739607,149,19091886836
150,23976739607,150,19092794540
151,23976739607,151,19153441458
152,23976739607,152,19131362948
153,23976739607,153,19080753615
154,23976739607,154,19027304183
155,24073840879,155,19246639020
156,24073840879,156,19151258730
157,24073840879,157,19227453422
158,24073840879,158,19296984766
159,24073840879,159,19202113563
160,24073840879,160,19205896846
161,24442082417,161,19159487888
162,24442082417,162,19331902961
163,24442082417,163,19211939255
164,24442082417,164,19280473067
165,24442082417,165,19338127846
166,24442082417,166,19366587007
167,24442082417,167,19418486781
168,24442082417,168,19372329125
169,24442082417,169,19357913007
170,24442082417,170,19495912695
171,24442082417,171,19402985436
172,24442082417,172,19449066491
173,24442082417,173,19525637812
174,24442082417,174,19542869163
175,24442082417,175,19514677286
176,24442082417,176,19620241779
177,24442082417,177,19551530463
178,24442082417,178,19559329578
179,24495215326,179,19569200831
180,24495215326,180,19722504951
181,24495215326,181,19640402977
182,24495215326,182,19662164942
183,24495215326,183,19722806747
184,24495215326,184,19650973351
185,24497595039,185,19730885214
186,24497595039,186,19656497441
187,24497595039,187,19676365993
188,24497595039,188,19740380657
189,24497595039,189,19815198200
190,24497595039,190,19892270885
191,24497595039,191,19749270610
192,24497595039,192,19838132361
193,24497595039,193,19895671495
194,24497595039,194,19941433382
195,24770251334,195,19984389267
196,24770251334,196,19913319264
197,24770251334,197,20001228240
198,24770251334,198,20008162890
199,24770251334,199,20094125604
200,24770251334,200,20027426373
201,24770251334,201,20141064320
202,24770251334,202,20172095577
203,24770251334,203,20204194415
204,24770251334,204,20216876004
205,24770251334,205,20111544812
206,24770251334,206,20179484006
207,24804468960,207,20232285911
208,24979384990,208,20155394630
209,24979384990,209,20192234085
210,24979384990,210,20286836593
211,24979384990,211,20230983305
212,24979384990,212,20363432541
213,24979384990,213,20205164371
214,24979384990,214,20245059315
215,24979384990,215,20311896432
216,24979384990,216,20202501277
217,24979384990,217,20315729250
218,25252041285,218,20340969397
219,25252041285,219,20320481959
220,25252041285,220,20300243144
221,25252041285,221,20308157377
222,25252041285,222,20396650194
223,25252041285,223,20489798950
224,25252041285,224,20439458026
225,25252041285,225,20452730739
226,25252041285,226,20431849040
227,25252041285,227,20444281183
228,25252041285,228,20484967430
229,25252041285,229,20613028601
230,25252041285,230,20451097308
231,25252041285,231,20511754633
232,25252041285,232,20573849912
233,25252041285,233,20582848019
234,25252041285,234,20612649436
235,25252041285,235,20659986801
236,25252041285,236,20573159715
237,25252041285,237,20646030667
238,25252041285,238,20634546279
239,25252041285,239,20607899575
240,25252041285,240,20535210935
241,25252041285,241,20558977608
242,25252041285,242,20545465764
243,25252041285,243,20548862446
244,25252041285,244,20620555726
245,25252041285,245,20650662512
246,25252041285,246,20522582849
247,25252041285,247,20597891585
248,25252041285,248,20640752874
249,25252041285,249,20677867731
250,25252041285,250,20589975069
251,25252041285,251,20614838201
252,25252041285,252,20648446630
253,25314090617,253,20723160801
254,25314090617,254,20643029603
255,25314090617,255,20717633844
256,25314090617,256,20713148450
257,25314090617,257,20593513623
258,25314090617,258,20579418663
259,25314090617,259,20777159415
260,25314090617,260,20608051328
