世代,価値最大値,世代,価値平均
1,0,1,0
2,0,2,0
3,0,3,0
4,0,4,0
5,0,5,0
6,0,6,0
7,0,7,0
8,0,8,0
9,0,9,0
10,0,10,0
11,0,11,0
12,0,12,0
13,0,13,0
14,0,14,0
15,0,15,0
16,0,16,0
17,0,17,0
18,0,18,0
19,0,19,0
20,0,20,0
21,0,21,0
22,0,22,0
23,0,23,0
24,0,24,0
25,0,25,0
26,0,26,0
27,0,27,0
28,0,28,0
29,0,29,0
30,0,30,0
31,0,31,0
32,0,32,0
33,0,33,0
34,0,34,0
35,0,35,0
36,0,36,0
37,0,37,0
38,0,38,0
39,0,39,0
40,0,40,0
41,0,41,0
42,0,42,0
43,0,43,0
44,0,44,0
45,0,45,0
46,0,46,0
47,15495461053,47,1549546
48,16148251372,48,1423777208
49,17069408984,49,14687787837
50,17736819361,50,15501001931
51,18105060899,51,16258355238
52,18202162171,52,16749299909
53,18263739069,53,16959300855
54,18263739069,54,16988048689
55,18263739069,55,16976862022
56,18263739069,56,17091537726
57,18263739069,57,17008497529
58,18263739069,58,17069883325
59,18263739069,59,17122262691
60,18263739069,60,17033686969
61,18263739069,61,17021141587
62,18263739069,62,17069414634
63,18263739069,63,17016777067
64,18263739069,64,17047631097
65,18263739069,65,16990096696
66,18263739069,66,17125671508
67,18263739069,67,17096495199
68,18263739069,68,17023373522
69,18263739069,69,17059683825
70,18263739069,70,17123613657
71,18263739069,71,17057998708
72,18263739069,72,17071033910
73,18263739069,73,16992671921
74,18263739069,74,17105768724
75,18263739069,75,17073635142
76,18263739069,76,17097558616
77,18263739069,77,17037152205
78,18263739069,78,17089273801
79,18263739069,79,17096223534
80,18263739069,80,17069309495
81,18263739069,81,17069946593
82,18263739069,82,17054306510
83,18263739069,83,17055939518
84,18263739069,84,17100599989
85,18263739069,85,17046037910
86,18263739069,86,17081041319
87,18263739069,87,17091220754
88,18263739069,88,17006085288
89,18263739069,89,17103587511
90,18263739069,90,16964153875
91,18263739069,91,17121775650
92,18263739069,92,16982294573
93,18263739069,93,17135428056
94,18263739069,94,17025981880
95,18263739069,95,17015837916
96,18263739069,96,17048581291
97,18263739069,97,17105474835
98,18263739069,98,17075453380
99,18263739069,99,17065847080
100,18263739069,100,17070067185
101,18263739069,101,17046823582
102,18263739069,102,17085090995
103,18263739069,103,17068319023
104,18263739069,104,17056811480
105,18263739069,105,17058487500
106,18263739069,106,17080307209
107,18263739069,107,17184906743
108,18263739069,108,17030576550
109,18263739069,109,17036264080
110,18263739069,110,17070808619
111,18263739069,111,17090406408
112,18263739069,112,17080436715
113,18263739069,113,17013764639
114,18263739069,114,17085089381
115,18263739069,115,17050917834
116,18263739069,116,17022655771
117,18263739069,117,17111079343
118,18263739069,118,17127637723
119,18263739069,119,17081799603
120,18263739069,120,17115923700
121,18263739069,121,17106351057
122,18263739069,122,16993577345
123,18263739069,123,17078509128
124,18263739069,124,17088497272
125,18263739069,125,17031869454
126,18263739069,126,17102485283
127,18263739069,127,17027136184
128,18263739069,128,17105237587
129,18263739069,129,17115266203
130,18263739069,130,17050802747
131,18263739069,131,17065349374
132,18263739069,132,17081565370
133,18263739069,133,17077387781
134,18263739069,134,17090765440
135,18263739069,135,17081192236
136,18263739069,136,17140360445
137,18263739069,137,17183445943
138,18263739069,138,17121535589
139,18263739069,139,17100462063
140,18263739069,140,17075038554
141,18263739069,141,17131918851
142,18263739069,142,17120380069
143,18263739069,143,17043693291
144,18263739069,144,17096710939
145,18263739069,145,17072836452
146,18263739069,146,17177753141
147,18263739069,147,17051817635
148,18263739069,148,17067602725
149,18263739069,149,16941920585
150,18263739069,150,17083205053
151,18263739069,151,17033474087
152,18263739069,152,17101247358
153,18263739069,153,17069417424
154,18263739069,154,17103184566
155,18263739069,155,17065651828
156,18263739069,156,17125811375
157,18263739069,157,17119418115
158,18263739069,158,17100897306
159,18263739069,159,17163572497
160,18263739069,160,17069952746
161,18263739069,161,17024179408
162,18263739069,162,17025294829
163,18263739069,163,17042521058
164,18263739069,164,17053410945
165,18263739069,165,17120185193
166,18263739069,166,17072592803
167,18263739069,167,17118601442
168,18263739069,168,17119800459
169,18263739069,169,17084997274
170,18263739069,170,17091701248
171,18263739069,171,17081621847
172,18263739069,172,17063690318
173,18263739069,173,17154273663
174,18263739069,174,16980453123
175,18263739069,175,17097412585
176,18263739069,176,17030963259
177,18263739069,177,17088311347
178,18263739069,178,17063075294
179,18263739069,179,16980039930
180,18263739069,180,17003233266
181,18263739069,181,17033966942
182,18263739069,182,17044959403
183,18263739069,183,17057530560
184,18263739069,184,17144766695
185,18263739069,185,17097835889
186,18263739069,186,17039370094
187,18263739069,187,17029437554
188,18263739069,188,17067679581
189,18263739069,189,17098797773
190,18263739069,190,17111628078
191,18263739069,191,17079727519
192,18263739069,192,17112285837
193,18263739069,193,17038205872
194,18263739069,194,17053069302
195,18263739069,195,17078466022
196,18263739069,196,17025537761
197,18263739069,197,17164849060
198,18263739069,198,16995882019
199,18263739069,199,17107395722
200,18263739069,200,17033587109
201,18263739069,201,17114789412
202,18263739069,202,17015594555
203,18263739069,203,17123903516
204,18263739069,204,17029637893
205,18263739069,205,17032236262
206,18263739069,206,17046634588
207,18263739069,207,17092390835
208,18263739069,208,17107798139
209,18263739069,209,17162686538
210,18263739069,210,17079944995
211,18263739069,211,17100046504
212,18263739069,212,17100367581
213,18263739069,213,17174530952
214,18263739069,214,16990909894
215,18263739069,215,16994130721
216,18263739069,216,17159993261
217,18263739069,217,16923030459
218,18263739069,218,17082619979
219,18263739069,219,17093291892
220,18263739069,220,17006302768
221,18263739069,221,17117989357
222,18263739069,222,17083091721
223,18263739069,223,17143833245
224,18263739069,224,17093233724
225,18263739069,225,17092392208
226,18263739069,226,17052156758
227,18263739069,227,17049989555
228,18263739069,228,17037534924
229,18263739069,229,16985496702
230,18263739069,230,17048239717
231,18263739069,231,17025179711
232,18263739069,232,16988790894
233,18263739069,233,16992878948
234,18263739069,234,17079286146
235,18263739069,235,16999408061
236,18263739069,236,17066661957
237,18263739069,237,17118033183
238,18263739069,238,17094635787
239,18263739069,239,17058930017
240,18263739069,240,17009713194
241,18263739069,241,17073393552
242,18263739069,242,17109786090
243,18263739069,243,17108824471
244,18263739069,244,17050446016
245,18263739069,245,17077229192
246,18263739069,246,17075783418
247,18263739069,247,17078586158
248,18263739069,248,17048840214
249,18263739069,249,17082416698
250,18263739069,250,17049909414
251,18263739069,251,17061448445
252,18263739069,252,17124324241
253,18263739069,253,17065500921
254,18263739069,254,17021294412
255,18263739069,255,17089081744
256,18263739069,256,17045984194
257,18263739069,257,17070308315
258,18263739069,258,17094852767
259,18263739069,259,17080539114
260,18263739069,260,17103849025
261,18263739069,261,17022903812
262,18263739069,262,17052185526
263,18263739069,263,17041240660
264,18263739069,264,17107453109
265,18263739069,265,17088041498
266,18263739069,266,17141713481
267,18263739069,267,17126081232
268,18263739069,268,17053643003
269,18263739069,269,17109667275
270,18263739069,270,17067643160
271,18263739069,271,17028023821
272,18263739069,272,17076510655
273,18263739069,273,17099488270
274,18263739069,274,17110922992
275,18263739069,275,17128854678
